date,TQQQ,Daily,Weekly,Monthly
2015-07-08,5.341353181514755,5.448229690258884,5.595061841889352,6.33693442467808
2015-07-09,5.325818119250083,5.42190671234667,5.566961592316403,6.305683647510461
2015-07-10,5.573338968241521,5.679601898294706,5.842946186336437,6.612610923263858
2015-07-13,5.858142847561755,5.987852282044949,6.160061793455133,6.968646563137799
2015-07-14,5.975690677120918,6.106862074544678,6.2783247928398245,7.1014321795889765
2015-07-15,6.00417007029168,6.182970457555062,6.352904309848492,7.185156906194899
2015-07-16,6.2387428580223006,6.433410404998189,6.5964570488581495,7.458601206411561
2015-07-17,6.524065256649724,6.6537605968533695,6.805263070717604,7.693042314485648
2015-07-20,6.597078246288898,6.743950169689522,6.897506210585894,7.786719937942611
2015-07-21,6.578952452665644,6.72440550147897,6.87770307336956,7.766701695532433
2015-07-22,6.3630202475107405,6.509422197018936,6.659355302685464,7.5445602827426965
2015-07-23,6.286901115834736,6.522111129176868,6.67252677959653,7.55795347295739
2015-07-24,6.108251941008627,6.276374142536529,6.417761972422581,7.299018489460656
2015-07-27,5.951351977698216,6.113430556968576,6.251147758011588,7.122701657218709
2015-07-28,6.108251941008626,6.249284569345655,6.39253759266462,7.272258947949455
2015-07-29,6.176604474140978,6.287280815924887,6.431506392615837,7.31355686822917
2015-07-30,6.2625636598636065,6.412268928530622,6.5591793030114856,7.448604869560664
2015-07-31,6.243403314529127,6.3693599965786465,6.515918234199737,7.402844802993794
2015-08-03,6.185925387154625,6.319349754511726,6.464757262240917,7.344719958302894
2015-08-04,6.146052247193036,6.23030194265844,6.3731850695102725,7.2406832428793075
2015-08-05,6.290008501323144,6.401740470327572,6.551182617783668,7.442909265033064
2015-08-06,5.98811711044561,6.1142997449536605,6.258072882602927,7.109902342324783
2015-08-07,5.96429568687852,6.090989800625145,6.233558250205992,7.082050854243726
2015-08-10,6.165729246657342,6.281998996387831,6.429038293201549,7.310824427755338
2015-08-11,5.930637939619533,6.053030976663987,6.199452852402125,7.042131016562024
2015-08-12,5.982938134631598,6.144616492189635,6.293597652264165,7.152326034621855
2015-08-13,5.956011190753465,6.078541703616955,6.226351366648422,7.0736153074362615
2015-08-14,5.988117110445611,6.136136629216864,6.285392954382271,7.142755374653702
2015-08-17,6.135178263160976,6.270185843381915,6.422702802119645,7.302598697553677
2015-08-18,6.037309919969271,6.185626051469881,6.337334695845486,7.203194435149992
2015-08-19,5.923905271061319,6.022173174023145,6.170801896364911,7.009305843794009
2015-08-20,5.436114760943848,5.469763797307785,5.597821467349733,6.342322079971382
2015-08-21,4.759837819719688,4.847779777757069,4.909191776424418,5.540683596942719
2015-08-24,4.195928177926211,4.164018659308919,4.2167687263663405,4.584045528071656
2015-08-25,4.140520286562844,4.242810744100688,4.305293698588955,4.706349888775425
