date,continuous_return,estimated_roll_effect_return,badj_close_delta,unadj_close,TQQQ_adjclose,BIL_adjclose,TQQQ,"MNQ 3x, no cash",MNQ 3x + 55% BIL,MNQ 3x + 70% BIL,BIL
2011-02-07,0.0032085561497326,-3.165870343657673e-17,7.5,2345.0,0.4317360818386078,73.88451385498047,0.014516108474752931,0.009625668449197801,0.0095055194594951,0.009472751553212545,-0.00021845270855036514
2011-02-08,0.0075692963752665,-3.642919299551295e-17,17.75,2362.75,0.4409414529800415,73.88451385498047,0.021321755416483512,0.022707889125799498,0.022707889125799498,0.022707889125799498,0.0
2011-02-09,-0.0002116178182202,-2.794531099581388e-17,-0.5,2362.25,0.4382614493370056,73.9006576538086,-0.0060779126682770634,-0.0006348534546606,-0.0005146782123506832,-0.00048190314626616053,0.00021850044056348494
2011-02-10,-0.0002116626097999,-1.0787811616230769e-17,-0.5,2361.75,0.4403956234455108,73.88451385498047,0.004869636861133397,-0.0006349878293997,-0.0007551368191024008,-0.0007879047253849556,-0.00021845270855036514
2011-02-11,0.0069863448713877,8.673617379884034e-17,16.5,2378.25,0.4494266211986542,73.88451385498047,0.020506556542246646,0.0209590346141631,0.0209590346141631,0.0209590346141631,0.0
2011-02-14,0.0014716703458425,8.153200337090992e-17,3.5,2381.75,0.452255368232727,73.88451385498047,0.00629412433675669,0.0044150110375275,0.0044150110375275,0.0044150110375275,0.0
2011-02-15,-0.0001049648367796,-7.453889935837843e-18,-0.25,2381.5,0.4510892033576965,73.9006576538086,-0.002578553969602493,-0.0003148945103388,-0.00019471926802888326,-0.00016194420194436056,0.00021850044056348494
2011-02-16,0.0044089859332353,1.0928757898653883e-16,10.5,2392.0,0.4594256281852722,73.9006576538086,0.018480656964350528,0.0132269577997059,0.0132269577997059,0.0132269577997059,0.0
2011-02-17,0.0006270903010033,-6.982261990806649e-17,1.5,2393.5,0.4590283930301666,73.9006576538086,-0.0008646342971215804,0.0018812709030099001,0.0018812709030099001,0.0018812709030099001,0.0
2011-02-18,0.0006266973052015,8.023096076392733e-18,1.5,2395.0,0.4564235508441925,73.88451385498047,-0.005674686414883556,0.0018800919156045,0.001759942925901799,0.0017271750196192444,-0.00021845270855036514
2011-02-22,-0.0305845511482254,2.0816681711721685e-17,-73.25,2321.75,0.4162291884422302,73.88451385498047,-0.08806373450191063,-0.0917536534446762,-0.0917536534446762,-0.0917536534446762,0.0
2011-02-23,-0.0078604500915257,-1.7347234759768068e-17,-18.25,2303.5,0.4059577584266662,73.9006576538086,-0.024677341956736987,-0.023581350274577098,-0.023461175032267183,-0.023428399966182657,0.00021850044056348494
2011-02-24,0.0020620794443238,-6.071532165918825e-17,4.75,2308.25,0.4117380678653717,73.9006576538086,0.01423869680704648,0.006186238332971401,0.006186238332971401,0.006186238332971401,0.0
2011-02-25,0.0162460738654825,9.367506770274757e-17,37.5,2345.75,0.4293789863586426,73.9006576538086,0.042845002369416685,0.0487382215964475,0.0487382215964475,0.0487382215964475,0.0
2011-02-28,0.0021315144410103,2.6020852139652106e-18,5.0,2350.75,0.4325050711631775,73.88451385498047,0.0072804792592338075,0.0063945433230309,0.006274394333328199,0.006241626427045644,-0.00021845270855036514
2011-03-01,-0.01669679889397,-1.3877787807814457e-17,-39.25,2311.5,0.4117132425308227,73.88451385498047,-0.04807302854608697,-0.05009039668191,-0.05009039668191,-0.05009039668191,0.0
2011-03-02,0.0050832792558944,-8.326672684688674e-17,11.75,2323.25,0.4175193309783935,73.9006576538086,0.014102263050565167,0.0152498377676832,0.015370013009993118,0.01540278807607764,0.00021850044056348494
2011-03-03,0.0208759281179382,2.4286128663675302e-17,48.5,2371.75,0.4424296617507934,73.88451385498047,0.05966270044078281,0.0626277843538146,0.0625076353641119,0.06247486745782934,-0.00021845270855036514
2011-03-04,-0.0050595551807736,-3.209238430557093e-17,-12.0,2359.75,0.4358796775341034,73.9006576538086,-0.014804577502263827,-0.0151786655423208,-0.015058490300010883,-0.015025715233926361,0.00021850044056348494
2011-03-07,-0.0149380230956669,-2.775557561562892e-17,-35.25,2324.5,0.4185120463371277,73.88451385498047,-0.039845012493423426,-0.0448140692870007,-0.0449342182767034,-0.04496698618298595,-0.00021845270855036514
2011-03-08,0.003979350397935,2.688821387764051e-17,9.25,2333.75,0.4228784441947937,73.88451385498047,0.01043314737504275,0.011938051193804998,0.011938051193804998,0.011938051193804998,0.0
2011-03-09,-0.0099625066952329,-2.6020852139652106e-17,-23.25,2310.5,0.414343774318695,73.88451385498047,-0.02018232424296207,-0.0298875200856987,-0.0298875200856987,-0.0298875200856987,0.0
2011-03-10,-0.0119021856740965,5.204170427930421e-18,-27.5,2283.0,0.3953880667686462,73.88451385498047,-0.045748744701709754,-0.0357065570222895,-0.0357065570222895,-0.0357065570222895,0.0
2011-03-11,0.0097459483136224,-1.7347234759768068e-17,22.25,2305.25,0.4019876718521118,73.9006576538086,0.016691462484949682,0.0292378449408672,0.029358020183177114,0.02939079524926164,0.00021850044056348494
2011-03-14,-0.0057477497017677,-1.9949319973733282e-17,-13.25,2292.0,0.3980681598186493,73.9006576538086,-0.009750328947661036,-0.0172432491053031,-0.0172432491053031,-0.0172432491053031,0.0
2011-03-15,-0.0194153577661431,-0.0010907504363001,-44.5,2245.0,0.3817914426326751,73.91674041748047,-0.040889271810610195,-0.058246073298429304,-0.05812637855821508,-0.05809373453815665,0.00021762680038950322
2011-03-16,-0.0162583518930957,0.0,-36.5,2208.5,0.3537551462650299,73.91674041748047,-0.07343353788738316,-0.048775055679287097,-0.048775055679287097,-0.048775055679287097,0.0
2011-03-17,0.0079239302694136,-3.469446951953614e-18,17.5,2226.0,0.362985223531723,73.91674041748047,0.026091711637681758,0.0237717908082408,0.0237717908082408,0.0237717908082408,0.0
2011-03-18,-0.002021563342318,-7.37257477290143e-18,-4.5,2221.5,0.3609997034072876,73.91674041748047,-0.00546997507258562,-0.006064690026954,-0.006064690026954,-0.006064690026954,0.0
