date,Daily,Weekly,Monthly
2020-01-06,27.960876450922793,29.984820463244866,35.0071603240202
2020-01-07,28.0130216288194,30.04027011722565,35.0710702759284
2020-01-08,28.881605661024405,30.9627507243605,36.13429947585577
2020-01-09,29.5064131623278,31.61302393922605,36.88378891187014
2020-01-10,29.204274566010255,31.303009964697125,36.52647418074701
2020-01-13,30.277692059038785,32.45356751080578,37.804673218911056
2020-01-14,30.02033209297703,32.184232448875804,37.50545844406811
2020-01-15,29.995487680210427,32.15808341373697,37.47640846592802
2020-01-16,30.725510310838064,32.92686504681866,38.330477823246724
2020-01-17,31.13928791725763,33.35570922309552,38.80689746474423
2020-01-21,31.09092180980535,33.30390052982296,38.75170250627806
2020-01-22,31.355388333010982,33.58748495615698,39.053822278935016
2020-01-23,31.89242703702634,34.16010735548528,39.663871819876945
2020-01-24,30.819086900754673,33.02849642347934,38.458297727063126
2020-01-27,28.898054637270594,30.969746031289144,36.25049938841613
2020-01-28,30.357560495744615,32.603201934566364,38.00221307026368
2020-01-29,30.290045534591563,32.530062118001716,37.92377812928543
2020-01-30,31.466059007701908,33.80594558474064,39.292032099683766
2020-01-31,29.22805529908413,31.43838263372192,36.753064010239726
2020-02-03,30.363361939858756,32.659545116618844,38.18066489619219
2020-02-04,32.76947743603924,35.18310621324919,41.13083582574632
2020-02-05,33.04795669378003,35.460881370303,41.455569074482284
2020-02-06,33.829990098461494,36.236555393774005,42.362371353971405
2020-02-07,33.336252206907616,35.75437964945419,41.798683450505195
2020-02-10,34.590413775667415,37.099514927195486,43.2446654637446
2020-02-11,34.58769083572181,37.09666506431891,43.24160194253011
2020-02-12,35.66047287061706,38.21951103768771,44.448629301039276
2020-02-13,35.51876826710034,38.07416803098261,44.29238971910027
2020-02-14,35.732146907215295,38.29360747247855,44.52828085261602
2020-02-18,35.773880318693,38.338332545443365,44.57423367083337
2020-02-19,36.85979355999829,39.501184442528675,45.76900694448457
2020-02-20,35.61863700384794,38.19819398348693,44.430248173752325
2020-02-21,33.77280016402466,36.21538241537993,42.3930065661163
2020-02-24,29.84132913626074,31.99957188045359,37.89575742324459
